"Strings","MD5_hashed"
"Thousands of people are finding pleasure in the comparatively prosaic employment of photographing houses, bridges, and other patiently immovable objects wholly at the camerist’s mercy.","59debf5d177ebd1da830fa85c72d9ab6"
"Imagine, then, the far greater enjoyment of successes not only of real value in themselves, but undeniable tributes to one’s skill both as photographer and hunter.","769c0b3f9e49365ea798db4cabeb7a2c"
"Nor should this introduction be closed without due acknowledgment to the educational value of photography, to its power to widen the scope of our vision, and to increase our appreciation of the beautiful.","97fcb3e9c6901770dca55a1159604fb6"
"There is a magic in the lens, the ground glass, and the dark-cloth which transform the commonest object into a thing of rarest interest.","24b3f500a0be2aa7e55d64aa48c96408"
"Under favorable conditions there is no great difference in the results secured with the ordinary camera and lens of any reputable maker and those of the highest class.","5160dac71679070f75f0f54ae3d499d3"
"My own work has for the greater part been done with an outfit costing about thirty dollars; and although the best lens is, of course, to be desired it is not a necessity, and cost therefore is no more an obstacle to the hunting of birds with a camera than it is to their pursuit with a gun.","ff21d322e4c08244dd08416252ccf608"
"—Individual taste will doubtless govern the size of the camera chosen, but most naturalists and sportsmen consider the camera carrying a plate four by five inches as the one best adapted to their wants, and with this decision I heartily agree.","f9c42859e54644579dcd58341facab8a"
"The advantages of size, weight, and economy, both as regards the camera, its holders, and plates, are all in favor of the 4 × 5, while as far as the bird photographer is concerned, it is not often that he has need of anything larger.","5ba5945c72e48a625d1f576ecdf7a758"
"The image of a bird will rarely be without adequate setting in a space four 7by five inches, which will also be found to be large enough for the portrayal of nests and eggs.","08b055cfd42f2d213c1376c2e8f85938"
"The 4 × 5 also reduces proportionately in making lantern slides, and if the picture is made the long way of the plate—that is, higher than broad—it can be easily adapted for illustrative purposes in duodecimo or octavo books.","5e2177388917023f630308244c90d67b"
"When a larger picture is desired it can readily be made by enlargement, an increase in size of three diameters, or six times the area, being possible from a sharp negative without undue loss of definition.","2c73e0af80eebbe29a25d2d54c6e5b5f"
"For use from a tripod any one of the several excellent long-focus cameras now on the market will be found to answer every requirement.","b9ad5d955f24602a8b43893aa0b2f68b"
"If it is proposed to employ a telephoto lens, care should be taken to select the camera combining greatest bellows length with rigidity.","8b982bc54da6438b5cfa511aba5fb899"
"A reversible back increases the size somewhat but adds to the length of bellows, and will be found serviceable in the many awkward situations in which the bird photographer is often placed by the nature of his subjects.","84d79ddef634915a7b87a0afec02d2ef"
"The Kearton brothers have an “adjustable miniature” on the top of their camera, which they state “is used as a sort of view finder when making studies of flying birds.","6cf54d03a8f51764041f4d08a3684b40"
"When fixed in position and its focus has been set exactly like its working companion beneath it, both are racked out in the same ratio by the screw dominating the larger apparatus.","03b49d3802985b0bc2aa96ea16da6a0b"
"”[A] The purposes of this attachment, however, 8will, it seems probable, be better served by the reflecting camera described below, while as a finder alone its place may be taken by the “iconoscope” and other of the prism finders, the brilliant image cast by which is such a striking and satisfactory improvement on the hazy outlines given by the average so-called “finder.","a2d47039883b5ddc6f04b871693f9b55"
"Kearton; a work of the utmost interest to the animal photographer, who should also read With Nature and a Camera, by the same authors (Cassell & Co.","6f57b665b285b1238c594ee237a706a9"
"For use as a hand-box only two kinds of camera are available, for it must be borne in mind that the set-focus or short-focus, wide angle “snap-shot” cameras, so popular among the button-pressing fraternity, are not adapted to the wants of the bird photographer, who must therefore avail himself of either a twin-lens or a reflecting camera.","0f5fb52d74b469bba85923f3fc86e819"
"Twin-lens cameras are manufactured by several well-known firms, but the trade size is of too short focus to be desirable.","c8c071732b0901ba30444c727cd242bc"
"The lower lens makes the picture, the upper projects a duplicate of the image cast by the lower lens to a mirror set at an angle of forty-five degrees to the plane of the plate, whence it is reflected upward to a ground glass, which is protected by a hood, on top of the camera.","1572c5c1ac3c38e7b12200800e2dda0f"
"To focus perfectly the lenses should be “matched” or “paired”—in short, interchangeable—thereby greatly increasing the cost of the camera, which is also rendered objectionable by its large size.","d2672679a59eef207a6237e7606bec6b"
"The reflecting camera possesses all the advantages of the twin-lens, but requires only one lens, and when in use is not materially larger than the ordinary 4 × 5 long-focus box.","6d451f4e8477c5fa57bfa9575b37b133"
"9The reflecting camera now in my possession was designed and made by John Rowley, of the American Museum of Natural History, and was fully described and illustrated by him in Bird-Lore for April, 1900.","a826bc84fb0fc917d326089e06f9ae80"
"It resembles the upper half of the twin-lens camera in that a mirror, set at an angle of forty-five degrees to the plate, is interposed between the latter and the lens, and reflects its image to a ground glass on top of the camera.","69bc02a45828e9b65fd7f66764033655"
"This mirror, however, is movable, and the desired object appearing in focus on the ground glass, a lever is pressed downward which raises the mirror to the top of the box, where it automatically releases a focal-plane shutter (see beyond, under The Shutter) directly in front of the plate, when the image-bearing rays, before intercepted and reflected by the mirror, are registered on the plate, from which the slide had previously been drawn.","f9222db0a1a7a90004333b31f34a1a30"
"When the focal-plane or curtain shutter has been set and the slide drawn from the plate holder, this camera is like a cocked gun, which may be fired the moment it is sighted; or, in other words, the exposure may be made the instant focus is secured.","c7ba33fb77a7a5fac04c9dac03aaec1f"
"With this camera one may take advantage of any offering opportunity to secure a picture of a bird or beast when afield, and this fact, by increasing the possibilities of an outing, adds greatly to its pleasure.","419bc3e847d60a3a389bb2fb13b3ff91"
"Rowley has so designed this camera that it may be used from a tripod as well as in the hands; but when the tripod camera is to be left, perhaps for hours, hidden near some bird’s nest, I prefer to employ the long-focus for this purpose, and retain 10the reflecting camera for possible use on the birds that so often approach closely when one is in hiding.","9a76c198aa2b50c06a81010aeea2cd41"
"—Professional photographers differ so widely in their opinions of the relative qualities of the various makes of lenses now on the market, that I approach this subject with diffidence, and, without presuming to offer advice, present the results of my experience both as to lenses and the requirements of the bird photographer.","c57f15c110ac90e740ff5c8c250e9b2b"
"For nests with eggs or young birds—subjects which may be approached closely—a six- to eight-inch-focus lens forms a large enough image, and at the same time gives depth of focus and sharpness of definition without the use of the smaller diaphragms.","c106a4ab4f5be76b2c26bb49b1c1309f"
"In photographing birds, however, it is generally difficult to get within “shooting” distance, and at least a fourteen- to sixteen-inch lens is needed in order to secure an image of sufficient size.","9c370589fa275b056c91031702175127"
"Depth of focus is here, in my opinion, not desirable, and the focal point—the bird—is brought out more clearly by the fusion of all the objects back of it into a uniform background.","07290a30be58a106890c6ea2fc63c400"
"When a bird, either young or old, is the subject, great speed may be required, and sometimes under light conditions which severely test the qualities of the lens.","d8dfa295eebd6285580c9be7cc3cc8d2"
"To fully meet these demands of distance and time two lenses would be needed; but, aside from the increased cost and the inconvenience of 11using two lenses, the great size and weight of a long-focus lens are drawbacks.","4db499d843f1cf96bea30af2b6d44d12"
"These objections are largely overcome by the use of the symmetrical lenses placed in most of the long-focus boxes, or, if expense be not considered, by a “convertible” lens.","4b1457ee5f7f59032433da74feda7cf1"
"The combined focus of the front and back lenses is seven and a half inches, of either of the lenses alone, fifteen inches.","e4387adf5d1b4467c84462bdcaafacb9"
"The single lens therefore, the distance being the same, gives an image double the size of that cast by the two lenses together.","f8a4dab63a8ed5771f535fcf7b238290"
"The “convertible” lenses of various makers are also separable, and where the rear and front lenses are of different foci three focal lengths are obtainable.","946d392451ba67b06f207c8bafc01794"
"In a bright light, or where great speed is not required, they do not seem to be as superior to the trade lens as the much higher price would lead one to expect.","ca24e1ee1aff300f582d8f879a11572b"
"But in dull days, or in the shadow, or where extremely rapid exposures are necessary, their superior qualities become evident.","bde8393fb033d72e629a20ceff4ac6a0"
"My experience with these convertible lenses has been limited to the Zeiss Anastigmat, Series VII a, of which I am now using a No.","e9d3cde6985bcd94a0187db3a7d0d3b3"
"10 with a combined focus of eight inches, the front and rear lenses both having a focal length of fourteen inches.","a682af2ea82af52543447cc159ef411c"
"This combination is preferred to one in which the component lenses are of different foci, because of the 12greater speed of the two when combined, and furthermore, because, being of the same focus, they could, if occasion arose, be used in a twin-lens box.","66198739a36e085554bdaa47e42bff24"
"With the former the most rapid exposures can be made successfully, while the latter are sufficiently fast to permit of ordinary instantaneous work.","d5571a714c1cb96a1362fdc9919d8ba8"
"This lens is stated to cover a 5 × 8½ plate, and when in use on a 4 × 5 camera gives a high degree of illumination and perfect definition.","256265567220598c05dfd8405c3d5eed"
"Its disadvantages are lack of speed, an exposure of at least one half a second to a second being required at F.","ab16c9a4f1458f2eb8f6cb8593d062e0"
"8 in bright sunlight, the necessity of extreme care in focusing, and of absolute rigidity of the camera at the time of making the exposure.","1da513f6b9353b77a396ed742b000419"
"In short, the telephotographer needs more time, both before and after pressing his bulb, than the bird photographer is often accorded.","f6166e2798001ea9de812d866ab13554"
"However, with such subjects as nests high in trees or on cliffs, Herons and other shore-inhabiting birds, Ducks on the water or Hawks perched in leafless trees, the telephoto will be found serviceable.","3c3a67c33242b4c411fd8f4c7ffd7338"
"Negatives are frequently secured in which the figure of the bird, while small, is sharp, when, by enlargement, a desirable picture can be made of what in the original was too small to be easily distinguishable.","e07a931e650b51d348b83e9bb6432656"
"An increase in size of two diameters is possible from any fairly sharp negative, but if the object be in perfect focus an increase of four diameters may be made.","8c0bcbdba79193b3c34436e3c3336b6c"
"13These enlargements may be made with an enlarging camera or with the aid of a Nehring enlarging lens, which is placed between the front and back lenses of the view lens, when, with the ordinary long-focus camera, a magnification of about four diameters may be obtained, the image being thrown on to a piece of bromide paper in the plate holder.","0ce9276416a0c3105c186468f9c65a4e"
"Through enlargement many apparently worthless negatives become of value, and in some instances pictures can be made from different parts of the same negative.","c32846e7127d6ed4042ccbcfcc93ab62"
"It gives deceptive results, and those who are not familiar with its powers are apt to accord the photographer undue praise for his apparent skill in successfully approaching some bird or beast which may have been far out of range.","b2a702d313c34081da22d72b1f070458"
"As a matter of information, however, it seems eminently desirable to accompany all enlarged pictures by a statement of the extent of their magnification, and throughout this book this plan is followed.","dbaaffb0ab679eb09def9aec79dad6e2"
"Consequently, when there is no mention of enlargement, it may be accepted as a fact that the print from which the reproduction was made was obtained from the negative by contact.","310c3edf60cf0e26f2d5f2f3729c8caa"
"In illustration of these suggestions in regard to the proper lenses for bird photography, a series of pictures is presented which shows the results to be 14obtained under the same conditions with different lenses.","452ffc1538134b69572806c0b5a30e02"
"Placing a mounted Flicker (Colaptes auratus) on a fence post, and setting up my tripod at a measured distance of fifty feet, a series of test exposures was made, of which three are presented as follows: First,2 eight-inch lens (Zeiss Convertible Series VII a, No.","6558ec30fdb61bc00ad897c8c185b880"
"Commenting on the results of these tests it may first be mentioned that in the “Unicum” shutter employed exposures of a so-called “¹⁄₁₀₀” and “¹⁄₂₅” seconds gave exactly the same results both with the combined eight-inch lens and the front fourteen-inch lens; the actual time, however, was doubtless not far from ¹⁄₂₅ of a second.","cb341694bb984a6ed6cbbc5c1b22ba53"
"Continuing our comparison, 16we observe that the eight-inch gives a fairly wide field, excellent depth of focus, but a very small image of the bird, for which alone the picture has been made.","dc0ce2f62e21355df8c32bd8e1660d35"
"With the fourteen-inch we decrease the extent of the field nearly one half and almost double the size of the object pictured.","18964f9d557009195e0e7fca7b577149"
"This, however, has been done at the loss of depth of focus, not even the first of the line of posts running directly into the background being sharply defined, while with the eight-inch all are in focus.","435b743311dfd16e5d96059aa0a5c2dd"
"The telephoto gives an enlargement of about six diameters of the image thrown by eight-inch lens, and three diameters increase of that of the fourteen-inch lens.","a02e9927d4bc05a8f5a15502633fba94"
"Having now made three good negatives in the field, we may, by enlargement, improve on the image of the bird obtained.","4f270d38bc9985f83cd924b7f2cb3007"
"The possibilities in this direction are clearly shown by the three enlargements accompanying the contact prints from their respective negatives.","9efa6da1ee75239e5324ef3719cccffb"
"In each instance the enlargement is about three diameters, and the telephoto negative of course furnishes the most satisfactory picture.","58c43845bd161505ce3ab7f54a7de188"
"When the difficulties of telephotography are considered, however, and the ¹⁄₂₅-second exposure of the fourteen-inch lens, which permits of hand work, is compared with the one second of the telephoto, we believe that for general work in photographing 19birds a lens having a focal length of at least fourteen inches will be found the most satisfactory.","fcfa86543bc0ef09728ade54cbc32613"
"It should be added that, in order to make them wholly comparable, the three contact prints as well as the enlargements were made on enameled bromide paper.","55d9b8adb1414ba5831b40c7f6aad8eb"
"—For fairly rapid, slow, and time exposures, a lens shutter, such as is sold with trade cameras, will be found suitable.","052fe3d245e0d213256d191ff03792c9"
"The “Iris Diaphragm” shutter is noiseless 20when used for slow exposures of two or three seconds, a matter of much importance in making time pictures of sitting birds, who are apt to turn their head if they hear the click of the shutter.","0c49339ce599e03131ad21efcf896e37"
"The “Unicum” shutter is lighter, responds quickly, has a lever to which a thread may be attached for making exposures from a distance, can be easily diaphragmed from the rear, but is not wholly noiseless.","906b43607937c54dc564ee2d22ce1f7a"
"There are also other shutters, each possessing good points of its own, and the selection of any one of them for use in medium rapid, slow, or time work can be left to the photographer, who should, however, remember that the time scales on these shutters represent degrees of difference and not exact measurements of time, and that there is great variation in the exposures of different shutters of the same make when similarly adjusted.","ed1ebc609b3862a4c15ea0f0c6288bf9"
"The scale on most of these shutters calls for a speed not exceeding a ¹⁄₁₀₀ part of a second, but this is far too slow an exposure to successfully photograph a flying bird at short range where a speed of at least ¹⁄₅₀₀ of a second is required.","41447fae66297a2e9c2fb613e3b3a139"
"For very rapid work the choice is limited to one kind of shutter—that is, the focal-plane, which in effect is a curtain with an adjustable slit which is placed directly in front of the plate.","85592e22a48ac829a5cbf72d09d7ae0d"
"Great speed with this shutter is in part secured by increasing the tension of the spring, which acts as its motive 21power, but more particularly by decreasing the width of the slit.","fceb5ecc3259fe4fd697b31c64c962e4"
"Assuming, therefore, that it takes one second for the slit to pass from top to bottom of a plate four inches high, and that the slit is one inch in width, it follows that each portion of the plate is exposed to the light for a quarter of a second.","a6dbbb94ae53182973a0e4b8f8c76651"
"Decreasing the width of the slit one half, proportionally reduces the time of the exposure, and by this means, in connection with an increase in the speed with which the curtain is moved, an exposure of ¹⁄₁₀₀₀ of a second is possible.","069e854f9cdc9d6c675942783a2807cd"
"In addition to possessing the advantage of great speed, this shutter also passes a higher percentage of light than a lens shutter even when the actual time of the so-called exposure is the same.","4c54b89415e83803b290520a686b2951"
"This is due to the fact that the lens opening is in no way affected, it being the same throughout the exposure.","88cbd29933dee5b46bc8728111796693"
"With a lens shutter, on the contrary, the full value of the opening is given for only a fractional part of the exposure, the parts of the shutter more or less filling the opening during the rest of the time.","0020084538085c28231c70af9c0ee95b"
"With a focal-plane shutter, therefore, one may do rapid work under conditions where a lens shutter could not be successfully employed; time exposures, however, can not be made with the focal-plane shutter, and for all-around work the camera should be fitted with both a lens and a focal-plane shutter.","ab265fcea15bc8ec6517d79ea15f14dc"
"The reflecting camera, as before stated, is fitted with a focal-plane shutter, and, as described, it is released by pressing the lever, which raises the mirror.","eaa104415cfdb2f6daf9d36dae447b36"
"When the exposure is to be made from a distance as much as one hundred feet of tubing may be employed.","49d4b0960813f4687f781604651530b9"
"The ordinary tubing sold by photographers will not be found so well adapted to long-distance work as a less elastic kind, which does not so readily yield to pressure and transmits a larger portion of the force applied when squeezing the bulb.","0b46c53c1bfe162f12c78e2eac795493"
"—A stout two-length tripod is to be preferred to one of the slender multifolding type, in which stability is sacrificed to weight and size.","e5321c7be7821079a412e86cc392a712"
"The legs, except the inner sides of the upper section into which the lower section slides, and brass work should be painted bark color in order to make them as inconspicuous as possible.","e19ede5b024a2dc42e329432eedc728b"
"With it a camera can easily be attached to the limb of a tree, rung of a ladder, or, by screwing a block on to the head of the tripod, it may be employed in connection with the tripod—in fact its applicability will be evident to every one using it.","7e15548d1366d7c7ba7e9370a63230bd"
"However, it is advisable to select the one you think the most rapid and use it to the exclusion of all others.","57b26849d6a1e388575129a2a20409e5"
"Under certain circumstances—in photographing Robins, for instance—isochromatic plates will be found desirable, and 23where a strong head light can not be avoided nonhalation plates may be employed.","262b2b95538def53a26512317abe33f7"
"So much industry, skill, and patience are generally required of the bird photographer before he makes an exposure that he should guard against all chances of failure from the photographic side.","6fba89cf7f3eee47cb4b8a913fac7d83"
"It is therefore advisable to thoroughly test plates which it is probable may be exposed on a very difficult subject.","d6e6aadc7789849df8f22bd778d755b8"
"Under no circumstances should the plate holders be needlessly exposed to the light, and when the camera is to be left for an indefinite period with the slide drawn from the holder and plate ready to expose, it should be carefully wrapped in the dark-cloth.","50b8f90322d51acf4bc3925cccb6044a"
"—As the sportsman constructs blinds in which he may conceal himself from his prey, so the bird photographer may employ various means of hiding from his subjects.","c9233940f51638c79a38ba60c212e74a"
"The Keartons recommend an artificial tree trunk for use in wooded places and an artificial rubbish heap for open fields.","eb7fd181169563bf88c7d753a400f3d2"
"The frame of the Keartons’ is of bamboo, but I find white pine answers very well, the main things to be considered being lightness and portability.","ceb4e8b2cf4b4787104f9776dcfff753"
"The Keartons’ field blind or “rubbish heap” consists of an umbrella, to each of the ribs of which strips of bamboo four feet in length are tied.","3f502be58f6a2c0da0f62a755cc59874"
"This is then covered with light brown holland and wisps of straw tied over it in such a way as to “virtually thatch the whole structure.","cbe1f76aef37a5445365fee6324b05bd"
", without assistance, and I fear that the inconvenience attending their use will restrict them to the few enthusiasts who count neither time, labor, nor cost in attaining a desired end.","f7a04bfa26e0602ef57ab7d1b49406ee"
"For my own part, I prefer, when possible, to conceal my camera and make the exposure from a distance rather than to weight myself with a portable blind and to endure the discomforts of being confined within it.","da06076bdba888d6722eaf8acee4d3e2"
"—The bird photographer will find that he requires numerous articles not usually to be found in the regulation photographic outfit, as, for example, climbers for ascending trees and stout cords for hauling the camera up after him; a dark-cloth, green in color, to aid in disguising the camera, and a mirror.","596251e87e2e50b8563aea6ac181446b"
"A good plan is to buy a piece of glass of desired size and frame it simply in white pine.","0bd65c82750907e73478a2230c07e2ed"
"It may then be attached to a limb, a stick driven in the ground, or other convenient object, by means of the ball-and-socket clamp mentioned under Tripods, which may be screwed into the back or the outer border of the frame.","d312535099ff0eae7435906a1dd0aa59"
"Such a mirror will reflect sunlight many yards to shaded nests, where, in photographing old or young birds, a quick exposure is necessary.","89f7556c3d8fd6ee12b2480803839664"
"A vest-pocket mirror, for use in reflecting the reading of the diaphragms or time on the shutter, will permit one to make the desired changes from the rear, and thus prove helpful 25when conditions do not permit one to work in front of the camera.","d45136a2710b6e61d297f989fd134e1c"
"A device which might be arranged on the principle of a trap, the trigger to be sprung and exposure made when the bait is taken, would doubtless capture some interesting pictures.","08167d49c0ed9d5a48343f8e9891073d"
"The connection with the camera shutter was so made that the deer, in walking, touched a cord which exploded the flash-light, and, at the same moment, made the exposure.","5445ea1df54bd11a0ff3fea9896aabc8"
"The light weight of most birds, however, requires a much more delicate apparatus, while an even greater difficulty is found in the movement caused by the release of the trigger, which startles the bird just as the exposure is made.","e1ede8499e717748c52c7d86a2d47d3d"
"Thus far in my experiments I have been unable to overcome these objections, but I trust some other bird photographer will be more successful.","208f116163d9f3e4df7e4a61f9ec6ff8"
"Those who are ambitious in the direction of cliff photography I would refer to the Keartons’ admirable treatise on the subject in their Wild Life at Home, for a description of the paraphernalia needed and the manner in which it should be used.","0f1a3c20591dc1dae7a91b47be4a1559"
"My own experience in this line is limited, and I confess to the utter absence of a desire to increase it!","beb865cbba2aec039a476280447fa81a"
"Pollution is the presence or introduction into the environment of a substance or thing that has harmful or poisonous effects.","c560ef7629c0a039ddb0c0376c5c84d5"
"Pollution can have a variety of negative impacts on the environment, including harm to wildlife and natural ecosystems, as well as negative effects on human health.","e7dd6a74825a14d012c1c644b9c01df0"
"It is important to reduce pollution and protect the environment to ensure the long-term health and sustainability of our planet.","cbc6f5b323038ade53fb5a2832d6fe11"
"Although it is an issue that has been prevalent since ancient times, in the 21st century its harmful effect has been felt on a large scale.","5e935b1a501e1fc4d86b010ee82e4e9c"
"Although the governments of different countries have taken several major steps to curb these effects, there is still a long way to go.","bf4ad754718c387bc630130354464a30"
"These substances can be either man-made or naturally occurring, but either way, they can have serious negative impacts on human health and the environment.","8da72176b01839915896daec2d2b299c"
"Water pollution is the presence in water of harmful substances or organisms that can have negative impacts on human health, the environment, and aquatic life.","3914bfb57b868eb5dbcdd20da3094cd4"
"Water pollution can occur in natural bodies of water, such as lakes, rivers, and oceans, as well as in man-made water systems, such as reservoirs, aqueducts, and sewage treatment plants.","ff543eca3006e1a246ebd458ed4e3e01"
"Agricultural runoff: Pesticides, fertilizers, and animal waste can run off of farmland and into nearby bodies of water, polluting the water.","286e4e85c735ef756c6390d96231106c"
"Sewage and sewage treatment plants: If sewage treatment plants are not properly maintained, sewage and other waste products can be released into bodies of water, polluting the water.","8dfd0f3a41e52fec93edb03696cf46ef"
"Oil spills: Oil spills can occur as a result of human activities, such as the transportation of oil, or they can occur naturally.","42fed639763c0e8641be9fdc18044ffe"
"Litter: Litter, such as plastic bags and bottles, can end up in bodies of water, where it can harm wildlife and pollute the water.","5b128dd8b1a5590c18c709a8c2a1f3ee"
"Soil Pollution:Soil pollution, also known as soil contamination, is the presence in soil of harmful substances or contaminants that can have negative impacts on human health, the environment, and agricultural productivity.","930714d3cd4931b78f1389ac37388df8"
"Soil pollution can have a variety of causes, including agricultural practices, industrial activities, waste disposal, and the use of certain chemicals and products in the home.","45a30f03a88554216eae58683464ac1c"
"Soil pollution can have serious consequences, including harm to plants and wildlife, contamination of the food supply, and negative impacts on human health.","08c4ce618febc7c92b4c6c2f57c903bd"
"Noise pollution can be caused by a variety of sources, including traffic, industrial activities, construction, transportation, music and entertainment, and neighbors.","6beca74ac363f267fcc45e096c63c436"
"It is important to reduce noise pollution and protect against excessive or unwanted noise to ensure the long-term health and well-being of people and wildlife.","7cdbfa22a38acd83a7ccc69bcf143fa7"
"Often, the day after the festival of Diwali it is reported in the media how the bursting of crackers caused an increase in noise pollution in major cities of India.","9e52b7a47dcf5b9f9864b7e65ee21635"
"Although these are the four major  categories of pollution lifestyle changes have caused several other types as well such as Radioactive Pollution, Light Pollution among others.","274fdcf39b03541e77cc3eb16f87a6b1"
"aj^w\Ic/Z-5n","a2649c9a068174cff76c156395a2c7e2"
"O{N!*QjJVbhNmGEfh6","e4a99bae7133c3eb486430c633a1f5b3"
"9=G=QK}r?AMTH4o","fecd1ee04522d9eb0a2b8d9f2f2c62f6"
"],>h0UL~wAWZSs}P!26Z","753386ac0872c2b22bbc2ccd667f317b"
"o3Vf$Xo}bT","82f50d39c03659ad1c1a67998c731251"
"XT.P>,#PS?Yz_*Mn","dda746cc0e8921c97b8616c8014b2acd"
"\&eJe4L7Qw","4f933628f3013901f5beccdec735e606"
"QoO~=9(+_Wk","93b78dc59f8b707ddf469350d34c3a85"
"e4eGFysllE","33d976bfacb5e06fffc0e477bf587f31"
"\$o.ehP%08dv!h5","1e3c3b2f03d39e79aaf608e920ea5559"
"zO]<r]hm:h","9f62adca4a457857031a58ec4a363a14"
"2{A=`We+"">;M*R0,","d9121d724246e70826dae86aa4abd45a"
"9K'p8*W|wI","dd39f03b5935699e2e0e838953f6f5f9"
"x.:EEP-fw)mZ","2bdf9d76a29b890a536fe599bcdea8b9"
"jkJa`w|Z""BRm90N","7417b525aaffe3738277f9d17a57a1e0"
"XH~S|![f}xzdl<3","047f0bbc370b79d1f73ed526cde082ec"
")v=3Ij39E:iR5-oK4.cD","979a4c4429d4bc40326e702ae95847f3"
"(Hkm;Sks3Q6/[7r#i$jr","e7a7f92a5d5c8e22e39d0644ac20b2e6"
"$_k!2CnPM/jpq","293e25c41cebd0d509f9426aa2658687"
"rIw\lz/:;]!","e3085ea3acca5100b720829b1150049e"
"6:wzM3P];(y6xyk[@]","1c31ce0201528659e5607428f92fc28e"
"yCHx{57#zY","84d6e9240953b1d21bbffdcac4b565b1"
"aec=j{Y::G#m","8505ac63b7a5641751416996d2f84cfe"
"`I`;2izDgfC-0V|\","328cc2190ab1ab39a4592e7f447c35a3"
"K>5Uuu(}~P0f+!","e494ad3d2dbacb1b16ee620123cb9e18"
"}(Rbd$WD$Y(cw`+2^P*","6aa7ab9112967fff35ad08dc72cff161"
"K4!Q|]\NG_c1Y=#Q","346207718ac54b471233e529d27cb5ad"
"GpYjH0b*':Uh&&<se>l8","8de4ebaf7a837f8c549ff16f9de1197b"
"N,Bm`:d8r2sHL|bo}X","32bc35b8748a474234b8328979cf135b"
"cd""4ukFNna&MMUl]+","e5fcb173db1a44c76309cf9355070d21"
"eYi/(/-=p_?;xei:","460cd234a91371cac29fa429520a4b73"
"H-_`X<(rty/lsL","14db81f1fc6bb36a89319401e28154e4"
"{ubI&q_h4o_,Q..M6","9b54474b65021181ec830268bf5f2c83"
"S<H~8F""kKgNX9\WaR7","12bd6f3341487cc1fbe3e0a2970b2423"
"k>&!>kZbZh!J","7963144ab22be41b974becbf3e4c2f58"
"?{IJC-Wxe}6\:sdV""f","90d0fcaa9541439cbde6945ae6ccc429"
"[SMo=#Pn;@xcgq\p:","8f6319de1f704cf0ce26ad618cd62986"
"5;i:?Qza4uk","da2613e1932ae75b22b32dfa4ae1a4f2"
"_[WMaAgUV@,E~1","2709cd164dd5407078ed9b7688755b26"
"e0EmAOv#ow]a{/AH%","e8d3bdb9f0c155d0cfa6fed52a366969"
"{Ci;-0A~L5V0B","5d553788199f6e00d986056cd32352fd"
"6!MmtBCueXUc;8","6bf8baa8bc01db648c12af6040dae159"
"XPL&6So~*oI]Xd<","e3bd0184d4b20a2eb0277a9032b44485"
"P7zJ+KeBrv2}2+Q<}W","e674d34a75c60c3a4c6b13310d7cc3e2"
">,Tx1%fi~9/-uyx","a666a0d584213f09bec5936710e26048"
"3<?5>m^~I}3*<BN71%","09428aaa8971673a873b7236eaca23f3"
";Mmq_sZ7;K(xwB-ydC","2b7b0ee8fa18608cc56928d8fe02e4b2"
"-%|@cIN+fW3<w","4cb9e2eb80a28a2b7b5a7bef483766ea"
"Qo7'3Qd,cs'\P=);Vrdv","51411eaa5c7da84576477c0c8a7fbcdc"
"1'X@*?/5w-Akql","fc312c0f912569dfc591d75750f0916f"
"6[JT?/yoViDljj?","96756cbed27a10f74f550ee701d81b5d"
"b9FieR$*{$$r","cbbf9a06c6da0f7b8f825d5dfc8fdd85"
"/=.%{B/RM{JL8,6kD3","513b2aa7cfd3e611caf85074acb70ca6"
"&LQM#i,h~Z[ionr","60ab2486378056f71fad430f6866ab61"
"\FC=8\0(LBdwr(","ba1d64bb95f2f6f1358363dc2edf69fe"
"A)n5O1PCs!}|O-;","fb7ac24dea5347690b89fe180817423c"
"S\j(Xa(!T6bkqG","31188b17351ef040d4c0d56bb798f067"
"T6t+8?))^6E","f541f3a9e16d0eae00feefcdf4e00f3c"
"*\?bPzN=x{.F","eb2b8d69e4be9fd34f67e1bd0fc7e173"
"Oezc52%Fx?4-wx|lLc","c07255bdde0477b2d57161530b3d5b8a"
"y49gbLnwtWI59B}f","2f00aaacb947b8d8895836f8c847c619"
"2*'V/HfP|@k>hqEM0VS","741e7edaa427ce6ff916d593b5e3a807"
"h26yy}ZbQx5?61s~`!","90829ca88878a6ac04fc3356960d567c"
"dk3%ez,q//_lGQ/k*(tC","c65a7094bc99a754f95dcd1349cae981"
"5L{r=qYO3(//,,!%","55209776fdfa26e42aad9165a0483be8"
"Js{$(Ins8.'scUs_v`2[","de568b52afb121b1137d84f6dea6767b"
"dIKv:P$2v6O","b80878868c2f61aefdbda5f5809e7cf7"
"B7s|u`ZDQD-tM6j","f6c5ac8a96033a6adcae41196aae3158"
"~k)eZbEkjikN;qEHM","45823fd7f0f1482e589be09bc7117e74"
"33>)alVkI9z3AZd5!","a6db5a02bdc23772a79d6f3e321e2153"
"IQbrVn(H02'EwdXj\Y","cc96e02435d66f80c9ea9c9428c5c92b"
"_N3GF""K?|THnR;OxN<=b","d7052d7624d274dc358a4662ce7e3f9d"
"Lm6}cQV,l.ljJ?C","7bab026b703058bfcec0f4fec2e769b9"
"I^ubvD+W_4[hGG","bde7bb2de1ba430e9a2c206483c9adeb"
"L+V}^[P=)TJ}&<","254b20c258ebc55349476eac284387c9"
"=\+[^;,l+'Z","be3a95c3694ad7626cc0ebbacaae9988"
